"participant__code","channel","body","timestamp"
"e25wfxmd","18-FHM-62","wir können auch beide mehr sagen",1590135070.13992
"8h8ik1qg","18-FHM-49","Hallo!",1590135075.20787
"shjkiz4j","18-FHM-65","Hey",1590135075.76607
"ytyxajel","18-FHM-48","Hallo :)",1590135079.86936
"keipg165","18-FHM-49","Hi",1590135084.01638
"ftd5xpc2","18-FHM-58","Hallo",1590135085.26302
"2fvsvfr4","18-FHM-62","Die Chance erwischt zu werden ist eher klein, 30 % oder so",1590135088.94896
"shjkiz4j","18-FHM-65","Ich würde aufjedenfall 60 Überstunden angeben... ",1590135089.39986
"sndbxsdf","18-FHM-48","Hey :)",1590135089.45413
"ge072o09","18-FHM-58","Hey",1590135090.09524
"0vva8lxk","18-FHM-55","ja, das stimmt!",1590135090.21622
"ytyxajel","18-FHM-48","Möchtest dus riskieren oder lieber das Geld so nehmen?",1590135090.75711
"d7kzgk57","18-FHM-59","Hey",1590135092.44114
"rz146n9s","18-FHM-52","okay ja warum nicht, lass 60 sagen und hoffen",1590135100.42359
"sndbxsdf","18-FHM-48","wir können meinetwegen riskieren",1590135102.99383
"d7kzgk57","18-FHM-59","Sollen wir was hohes angeben und hoffen, dass wir nicht überprüft werden? :D",1590135104.49707
"8h8ik1qg","18-FHM-49","Wollen wir 10 Überstunden angeben oder mehr? :) Risiko erwischt zu werden..",1590135109.80152
"i7h0qr61","18-FHM-52","Okay, dann drücken wir mal die Daumen. Ich beende den Chat, ja?",1590135116.76129
"shjkiz4j","18-FHM-65","Bei 10 Überstunden kriegen wir gerade mal einen Euro, dafür ""lohnt"" es sich hier nicht ehrlich zu sein. Die Wahrscheinlichkeit überprüft zu werden beträgt ja nur 25%",1590135119.99332
"keipg165","18-FHM-49","Wohl wahr",1590135120.43091
"adb8zmsr","18-FHM-65","Aha, wollte gerade allgemein fragen ob wir ehrlich sind oder nicht",1590135120.5741
"ytyxajel","18-FHM-48","Hm ja 10 Überstunden (1 Euro) ist ja auch nicht so viel^^",1590135121.78885
"uqdre70y","18-FHM-59","Klar, wieso nicht... Wie hoch würdest du pokern?",1590135127.72173
"rz146n9s","18-FHM-52","ja, danke und schönen Tag dir noch!",1590135128.40279
"keipg165","18-FHM-49","aber könnte sich lohnen das Risiko einzugehen",1590135128.44712
"i7h0qr61","18-FHM-52","Dir auch!",1590135131.29311
"pyxx27fb","18-FHM-45","Hey",1590135132.765
"shjkiz4j","18-FHM-65","Wäre für mich eine Abwägung gewesen",1590135136.54698
"aulosgm2","18-FHM-45","Hallo",1590135137.40572
"ftd5xpc2","18-FHM-58","Also wir sollten auf jeden Fall die gleiche Anzahl an Punkten angeben. Willst du pokern oder eher nicht?",1590135137.51049
"ti0cak6e","18-FHM-53","bleiben wir bei 10?",1590135140.01164
"ge072o09","18-FHM-58","Also ich würde sagen, wir können einfach jeder 10 angeben und sind auf der sicheren Seite, oder wir können versuchen zu schummeln und hoffen, dass wir nicht überprüft werden, und geben etwas höheres an",1590135143.09614
"8h8ik1qg","18-FHM-49","Sehe ich auch so :)",1590135144.18498
"adb8zmsr","18-FHM-65","Okay, verstehe. Gehe ich mit",1590135145.86798
"e25wfxmd","18-FHM-62","hm, ja die Frage ist: ist es dir das wert? willst du lieber mit 2 Euro heute nach Hause gehen oder mit mehr?",1590135145.94933
"ytyxajel","18-FHM-48","Und 6 von 21 werden ja überprüft.",1590135147.26921
"2fvsvfr4","18-FHM-62","Wenn wir beide 60 sagen und überpruft werden, was käme dann raus@",1590135147.97592
"shjkiz4j","18-FHM-65","Bei 30-60 Überstunden wäre ich ehrlich gewesen ",1590135148.25063
"keipg165","18-FHM-49","wenn man bedenkt dass wir ja 13 Zweiergruppen sind",1590135151.75572
"aulosgm2","18-FHM-45","Wollen wir mehr angeben?",1590135152.17035
"shjkiz4j","18-FHM-65","Gut, also geben wir 60 an? ",1590135152.46465
"0vva8lxk","18-FHM-55","die Chance liegt bei ca 28% ",1590135152.5095
"ftd5xpc2","18-FHM-58",":D ",1590135153.89085
"ge072o09","18-FHM-58",":D",1590135156.30947
"9rh05j6g","18-FHM-50","Hallo",1590135159.35776
"8h8ik1qg","18-FHM-49","Genau",1590135159.47404
"44esjavk","18-FHM-53","von mir aus... :)",1590135160.91128
"keipg165","18-FHM-49","also meinst du mehr angeben? ",1590135161.28188
"adb8zmsr","18-FHM-65","Jo",1590135161.93742
"ijvhzh9b","18-FHM-46","Geben wir 10 Überstunden an oder mehr?",1590135163.65231
"2h4316rj","18-FHM-50","Hi",1590135163.8328
"sndbxsdf","18-FHM-48","Genau deswegen :D wieviel wollen wir dann sagen? einfach maximal riskieren? Also 60",1590135165.98175
"ge072o09","18-FHM-58","Gut dass wir es verstanden haben :D",1590135167.08207
"pyxx27fb","18-FHM-45","können wir machen",1590135168.41919
"ftd5xpc2","18-FHM-58","Hast du ne Präferenz?",1590135169.96786
"2h4316rj","18-FHM-50","Wieviele Überstunden geben wir an?",1590135174.08824
"9rh05j6g","18-FHM-50","Bei mir stand, dass wir 10 Überstunden gemacht haben",1590135175.41987
"w282vjlp","18-FHM-51","Hi",1590135176.34187
"8h8ik1qg","18-FHM-49","Ja, nur wieviel?",1590135177.04108
"uqdre70y","18-FHM-59","würde denke ich nicht zu hoch gehen, sodass man noch eine Auszahlung bekommt",1590135179.38109
"adb8zmsr","18-FHM-65","Na dann, sehen wir gleich was daraus wird",1590135182.27845
"keipg165","18-FHM-49","hmm",1590135182.61663
"vr8ey810","18-FHM-51","Guten Morgen ",1590135183.04104
"2h4316rj","18-FHM-50","Bei mir auch.",1590135183.81872
"adb8zmsr","18-FHM-65","Tschüss",1590135188.05248
"sndbxsdf","18-FHM-48","stimmt, also mir ist es wirklich egal, dadurch, dass wir nur 1€ ansonsten erhalten würden",1590135188.76237
"ytyxajel","18-FHM-48","Puuh da bin ich eigentlich nicht so der Typ für ",1590135188.77287
"vr8ey810","18-FHM-51","Sicherheit oder Risiko? ",1590135189.6692
"w282vjlp","18-FHM-51","Wie sollen wir vorgehen?",1590135192.24421
"klhow7wd","18-FHM-55","Wenn Du mehr Überstunden angeben willst, wie viele denn? Bei 60 kriegen wir ohne Überprüfung die höchste Auszahlung, aber wenn wir überprüft werden natürlich nichts. Bei 20 Überstunden würden wir bei einer Überprüfung nur die 40 fixen kriegen....",1590135192.50259
"0vva8lxk","18-FHM-55","Wollen wir es mit 30 Überstunden probiere oder ist dir das zu viel?",1590135192.89758
"w282vjlp","18-FHM-51","Hehehe",1590135193.94014
"ftd5xpc2","18-FHM-58","Also ich habe zum Beispiel keine Ahnung, ob man nur in 10er Schritten Punkte sammeln kann",1590135194.51605
"vr8ey810","18-FHM-51",":D",1590135196.12145
"e25wfxmd","18-FHM-62","wenn wir 60 sagen, wird uns die differenz zu 10 abgezogen: also -50. dann hätten wir gar nichts mehr, weil wir ja 40 bekommen und 10 für die  überstunden",1590135196.43338
"keipg165","18-FHM-49","wird ja nicht auf verdacht geprüft oder?",1590135198.33405
"2fvsvfr4","18-FHM-62","Hast recht. Lohnt sich eher nicht",1590135199.28275
"aulosgm2","18-FHM-45","20 Übersunden?",1590135199.8238
"shjkiz4j","18-FHM-65","Eine Freude Geschäfte gemacht zu haben :-D",1590135200.07614
"shjkiz4j","18-FHM-65","Tschau",1590135201.17063
"d7kzgk57","18-FHM-59","Wegen mir gerne viel, bei den 20 Minuten die wir hier am PC ""arbeiten"" dafür ist es mir egal wenn wir am Ende doch nur 2 Euro kriegen :D wie siehst du das?",1590135202.32627
"klhow7wd","18-FHM-55","Ne, wir können gerne 30 machen :)",1590135203.55397
"ja776pl9","18-FHM-46","Farge ist ob wir ehrlich sein wollen",1590135204.00413
"ge072o09","18-FHM-58","Bin mir auch noch unsicher, 50 Punkte wäre halt nicht allzu viel",1590135204.29145
"aulosgm2","18-FHM-45","oh das klingt wie Übersünden^^",1590135208.37679
"9rh05j6g","18-FHM-50","Okay. Sollen wir das einfach angeben oder würdest du mehr angeben?",1590135208.66415
"pyxx27fb","18-FHM-45","welche Zahl an Überstunden hast du vorher auf dem Bildschirm gesehen?",1590135209.90249
"keipg165","18-FHM-49","wäre halt nur blöd, wegen den minus punkten wenn wir erwischt werden",1590135211.36195
"w282vjlp","18-FHM-51","Ich habe nicht mehr im Kopf wie viele Gruppen es gibt",1590135213.0024
"d7kzgk57","18-FHM-59","Ah ok :D",1590135213.97964
"sndbxsdf","18-FHM-48","wieviel würdest du denn sagen?",1590135214.10009
"ytyxajel","18-FHM-48","Können wir denn überhaupt mehr als 40 abgezogen kriegen? Also von unserer Grundauszahlung dann auch etwas abgezogen bekommen?",1590135214.70165
"aulosgm2","18-FHM-45","10",1590135215.07996
"pyxx27fb","18-FHM-45","haha ja:D",1590135216.94477
"2fvsvfr4","18-FHM-62","Also 10",1590135220.83901
"vr8ey810","18-FHM-51","21 Gruppen, 6 werden sicher kontrolliert",1590135221.2638
"d7kzgk57","18-FHM-59","Was würdest du dann vorschlagen?",1590135221.32188
"pyxx27fb","18-FHM-45","Jute ich auch",1590135222.72064
"ja776pl9","18-FHM-46","ja ",1590135222.88308
"ftd5xpc2","18-FHM-58","Wir könnten natürlich 20 angeben, dann wären wir immernoch bei 40 Punkten, falls wir überprüft werden.",1590135228.39887
"ge072o09","18-FHM-58","ich glaube wir können auch 15 sagen oder? Zumindest stand nicht vons Zehnerschritten da",1590135228.63084
"w6oyv2a7","18-FHM-56","Hallo. Wir haben offiziell 10 Überstunden gemacht. Sollen wir diese auch angeben oder Risiko eingehen?",1590135230.97244
"2fvsvfr4","18-FHM-62","OK?",1590135234.40678
"2h4316rj","18-FHM-50","Mir ist es eigentlich egal, wir können es auch riskieren, wenn du möchtest.",1590135237.39396
"ijvhzh9b","18-FHM-46","Also 10 angeben?",1590135238.11639
"2fvsvfr4","18-FHM-62","Chat beenden?",1590135241.28822
"z0v3atma","18-FHM-64","hoch pokern?",1590135241.43955
"0vva8lxk","18-FHM-55","60 klingt natürlich auch verlockend :D",1590135242.06187
"ge072o09","18-FHM-58","Jap, ich denke das klingt gut, dann ist der Verlust nicht allzu hoch",1590135243.77478
"vr8ey810","18-FHM-51","Da wir nur 10 Überstunden gemacht haben, haben wir auch nicht wirklich viel zu verlieren ",1590135246.4437
"8h8ik1qg","18-FHM-49","Nein, hab ich nicht so verstanden. Nur wenn die 4 ausgewählten Gruppen unterschiedliche Werte angeben, sind wir eventuell dran..",1590135247.96805
"klhow7wd","18-FHM-55","Ich weiß.... ",1590135248.25046
"2nyqtb3t","18-FHM-64","find ich gut",1590135248.34246
"3bshygth","18-FHM-63","Hallo",1590135250.73261
"e25wfxmd","18-FHM-62","also ich könnte mich noch drauf einlassen, 20 zu sagen. dann würden uns maximal 10 abgezogen werden. dann hätten wir immer noch 2€ + 40 punkte (=4 €)",1590135251.84212
"pyxx27fb","18-FHM-45","können theoretisch aber auch direkt 30 versuchen",1590135252.17351
"sndbxsdf","18-FHM-48","stimmt, hatte ich nicht bedacht. wir können nicht in den negativen Bereich, aber vielleicht ziehen die dann doch etwas vom Grundbetrag ab",1590135252.23362
"w282vjlp","18-FHM-51","Okay. Risiko?",1590135252.53937
"klhow7wd","18-FHM-55","Ich bin auch tempted :D",1590135254.77075
"ftd5xpc2","18-FHM-58","Das stimmt. Aber wenn die gar nicht vergeben werden, wäre es natürlich blöd. :D",1590135255.09095
"6b1c45zp","18-FHM-63","Hallo ",1590135255.86072
"9rh05j6g","18-FHM-50","Puh, ich weiß auch nicht, mir ist es eigentlich auch egal :D",1590135258.46011
"ja776pl9","18-FHM-46","Ja",1590135259.7092
"w282vjlp","18-FHM-51","Also 30 Stunden jeder, korrekt?",1590135260.21054
"d7kzgk57","18-FHM-59","50?",1590135261.06079
"vr8ey810","18-FHM-51","also könnten wir schon mit 60 aufs ganze gehen ",1590135262.05046
"ijvhzh9b","18-FHM-46","Ok",1590135262.61172
"0vva8lxk","18-FHM-55","entscheid du ;)",1590135263.29848
"bbbhapu9","18-FHM-56","Ich würde das Risiko eingehen ",1590135263.42244
"6b1c45zp","18-FHM-63","Geben wir 10 Überstunden an? ",1590135263.83936
"aulosgm2","18-FHM-45","klingt gut",1590135265.09962
"byf3zsca","18-FHM-61","Hey, wie viele Überstunden werden wir angeben? 10 oder mehr?",1590135266.40064
"uqdre70y","18-FHM-59","top",1590135266.97043
"w282vjlp","18-FHM-51","Denke ich auch",1590135267.83666
"aulosgm2","18-FHM-45","also 30",1590135268.35485
"ftd5xpc2","18-FHM-58","Also 20? ",1590135268.58849
"klhow7wd","18-FHM-55","Wollen wir einfach 60 machen dann? ^^ ",1590135268.75868
"3bshygth","18-FHM-63","sind wir ehrlich?",1590135269.21224
"tzsix8t0","18-FHM-47","hi",1590135269.72008
"d7kzgk57","18-FHM-59","Perekt",1590135271.07905
"w6oyv2a7","18-FHM-56","Wie viel würdest du sagen?",1590135273.61611
"d7kzgk57","18-FHM-59","perfekt",1590135273.94145
"pyxx27fb","18-FHM-45","ja abgemacht!",1590135274.19796
"3bshygth","18-FHM-63","ich würde sagen ja",1590135275.35494
"2fvsvfr4","18-FHM-62","Ach was. Sinnlos. Bleiben wir bei 10",1590135275.49451
"e25wfxmd","18-FHM-62","aber andererseits hätten wir halt 2€ + 50 Punkte (5€) wenn wir einfach 10 sagen",1590135275.94973
"vr8ey810","18-FHM-51","sind die aufgeteilt? Ich dachte jeder hätte maximal 60 gemacht ",1590135276.29419
"2nyqtb3t","18-FHM-64","also direkt 60 angeben",1590135276.58024
"ijvhzh9b","18-FHM-46","Beende dann den Chat",1590135277.02944
"ge072o09","18-FHM-58","Ja 20 klingt gut! Viel Glück :D",1590135280.39334
"2h4316rj","18-FHM-50","Dann 10 und wir sind schneller fertig. :)",1590135281.48156
"klhow7wd","18-FHM-55","Wer nicht wagt der nicht gewinnt hahaha",1590135281.89955
"6b1c45zp","18-FHM-63","ja würde ich auch sagen ",1590135282.00016
"8h8ik1qg","18-FHM-49","Wir können doch nix verlieren. Die Mindestauszahlung erhalten wir ja.",1590135282.3254
"ftd5xpc2","18-FHM-58","Dir auch",1590135284.71783
"pyxx27fb","18-FHM-45","dann drücke ich die Daumen ",1590135285.08862
"yan7ivrf","18-FHM-47","hey",1590135286.2758
"ftd5xpc2","18-FHM-58",":)",1590135288.28932
"e25wfxmd","18-FHM-62","ja, lass uns bei 10 bleiben. haben wir mehr davon.",1590135288.63892
"0vva8lxk","18-FHM-55","ok, no risk no fun XD",1590135289.98096
"9rh05j6g","18-FHM-50","Alles klar, machen wir:)",1590135290.71963
"sndbxsdf","18-FHM-48","ich hab die Anleitung aber noch offen und da steht zusätzlich zu ihrer Auszahlung erhalten sie die Mindestauszahlung von 2€",1590135292.09512
"3bshygth","18-FHM-63","dann ist ja alles klar",1590135294.13445
"d7kzgk57","18-FHM-59","Dann können wir den Chat beenden oder?",1590135294.39854
"tzsix8t0","18-FHM-47","welche zahl werden wir sagen?",1590135295.15222
"klhow7wd","18-FHM-55","Ok, super! :D",1590135296.17455
"6b1c45zp","18-FHM-63","sollen wir dann direkt weiter machen? ",1590135297.10245
"2fvsvfr4","18-FHM-62","Beenden?",1590135298.80182
"z0v3atma","18-FHM-64","okay ",1590135300.37585
"ftd5xpc2","18-FHM-58","Ich beende dann den Chat, ja?",1590135300.8899
"w282vjlp","18-FHM-51","Insgesamt dürfen 60 Überstunden gemacht werden",1590135301.34419
"9rh05j6g","18-FHM-50","Also verlassen wir nun diese Chat und geben das ein?",1590135303.03955
"uqdre70y","18-FHM-59","genau :-) ",1590135303.24485
"ytyxajel","18-FHM-48","Hm",1590135303.85436
"e25wfxmd","18-FHM-62","ok, also 10! beenden!",1590135303.89525
"3bshygth","18-FHM-63","ja",1590135304.06505
"aulosgm2","18-FHM-45","dann lass mal auf Chat beenden klicken, vielleicht kommen wir dann schneller voran",1590135304.5251
"vr8ey810","18-FHM-51","Vielleicht stehe ich aber auch auf dem Schlauch ",1590135304.61252
"8y2729xk","18-FHM-61","Lass uns mehr angeben, Hauptsache die gleiche Zahl",1590135306.99215
"bbbhapu9","18-FHM-56","20?",1590135307.8222
"2h4316rj","18-FHM-50","Super... Schönen Tag noch!",1590135308.24579
"vr8ey810","18-FHM-51","okay, dann nehmen wir 30? ",1590135309.21499
"8h8ik1qg","18-FHM-49","No risk, no fun :D",1590135309.70084
"pyxx27fb","18-FHM-45","alles gute, dann verlass ich jetzt den chat:)",1590135309.80301
"ge072o09","18-FHM-58","Ja, ich auch :)",1590135310.21901
"d7kzgk57","18-FHM-59","alles klar, tschüss :)",1590135310.93426
"9rh05j6g","18-FHM-50","Dir auch!",1590135312.75011
"0vva8lxk","18-FHM-55","alles klar, dann 60 und beten wir nicht erwischt zu werden haha",1590135313.15361
"uqdre70y","18-FHM-59","tschö",1590135314.70006
"w282vjlp","18-FHM-51","Können wir gleich noch mal nachlesen zur Sicherheit",1590135315.10802
"yan7ivrf","18-FHM-47","vielleicht so 30?",1590135316.15819
"8y2729xk","18-FHM-61","oder?",1590135318.94938
"aulosgm2","18-FHM-45","und viel Glück, du Geschlechtsneutrales Wesen^^",1590135319.21959
"keipg165","18-FHM-49","aber wir erhalten ja wenn wir zu viel angebene, die geleisteten stunden oder? ",1590135320.89335
"ytyxajel","18-FHM-48","Okay also würde es zumindest keinen Sinn machen zwischen 40 und 60 zu setzen",1590135321.13488
"tzsix8t0","18-FHM-47","ich sage wir gehen höher",1590135329.31324
"8h8ik1qg","18-FHM-49","Genau!",1590135330.26596
"ytyxajel","18-FHM-48","ALso wenn dann 60",1590135331.39522
"keipg165","18-FHM-49","und für jede zu viel angegebene -1 punkt oder",1590135332.47091
"2nyqtb3t","18-FHM-64","gut dann verlass ich jetzt den chat",1590135332.8809
"yan7ivrf","18-FHM-47","okay",1590135332.95129
"w282vjlp","18-FHM-51","Warte, ich hab die Instruktionen noch offen",1590135335.68547
"w282vjlp","18-FHM-51","Moment",1590135337.31864
"z0v3atma","18-FHM-64","ja",1590135339.74617
"yan7ivrf","18-FHM-47","also direkt auf fast 60?",1590135341.01806
"w6oyv2a7","18-FHM-56","Können auch 30 sagen, dann gehen wir entweder mit 30 oder mit 70 Punkten raus.",1590135344.77991
"vr8ey810","18-FHM-51","perfekt ",1590135344.90711
"ytyxajel","18-FHM-48","Oder eben weniger",1590135345.23784
"tzsix8t0","18-FHM-47","ja ",1590135350.30152
"0vva8lxk","18-FHM-55","ciao",1590135351.49024
"keipg165","18-FHM-49","wären dann halt weniger als die 10 geleisten überstunden ",1590135352.99631
"yan7ivrf","18-FHM-47","dann 55?",1590135355.02393
"8y2729xk","18-FHM-61","60?",1590135358.18962
"tzsix8t0","18-FHM-47","okay",1590135359.24525
"tzsix8t0","18-FHM-47","55",1590135360.66956
"ytyxajel","18-FHM-48","... als 40",1590135363.30463
"keipg165","18-FHM-49","aber die mindestauszahlung von 2 erhalten wir ja so oder so ",1590135369.38879
"yan7ivrf","18-FHM-47","okay sollen wir dann auf chat beenden gehen?",1590135378.41616
"8h8ik1qg","18-FHM-49","Egal wie wir uns entscheiden: usätzlich zu dieser Auszahlung erhalten Sie Ihre Mindestauszahlung von 2 Euro.",1590135379.72597
"keipg165","18-FHM-49","aber ja bin bei risiko dabei",1590135380.02418
"tzsix8t0","18-FHM-47","ja ",1590135386.4687
"ytyxajel","18-FHM-48","Ja okay dann lass 60 machen :D Dadurch, dass das am PC ist hab ich ja nicht viel Zeit verloren und Aufwand betrieben",1590135392.15996
"bbbhapu9","18-FHM-56","Ja wäre ich auch dabei ",1590135392.43664
"keipg165","18-FHM-49","okkk wie viel geben wir an?",1590135393.26754
"bbbhapu9","18-FHM-56","Würdest du noch höher gehen?",1590135401.32187
"keipg165","18-FHM-49","20? mehr? 30? 40? ",1590135406.86822
"sndbxsdf","18-FHM-48","Ich will jetzt auch nichts versprechen, dass sie nachher nichts von der Mindestauszahlung abziehen, aber so wie es da steht, klingt es, dass sie davon nichts abziehen werden :D",1590135412.27988
"keipg165","18-FHM-49","maximal ist ja 60 ",1590135429.57758
"8h8ik1qg","18-FHM-49","10 sollten es sein.. hmm. Ich glaube wir waren sehr fleißig. 60?",1590135433.80568
"w6oyv2a7","18-FHM-56","Willst du? Also wenn noch höher, dann können wir direkt 60 sagen. Auf den Euro kommts dann auch nicht mehr an ",1590135438.54187
"ytyxajel","18-FHM-48","Denke ich auch nicht. Ich hab nur immer die Paranoia, dass sie möglichst wenig Geld auszahlen wollen und Leute, die hoch Pokern dann eher nicht ausgewählt werden",1590135441.38966
"keipg165","18-FHM-49","hahah",1590135441.61528
"sndbxsdf","18-FHM-48","Also 60 jetzt einfach und Daumen drücken",1590135442.21731
"8h8ik1qg","18-FHM-49",":D",1590135445.31603
"byf3zsca","18-FHM-61","Wir können ja von der Auszahlung nur 20 Überstunden angeben, soweit ich das verstehe müssen wir dann 20 Überstunden oder 60 insgesamt angeben. :-) Bin dabei :-)",1590135445.40287
"w282vjlp","18-FHM-51","Da das Projekt nur im Team realisiert werden kann, arbeiten Sie beide die gleiche Anzahl an Stunden. ",1590135449.86646
"keipg165","18-FHM-49","auf verdacht prüfen die ja nicht oder? ",1590135450.80015
"8h8ik1qg","18-FHM-49","nein",1590135455.11978
"ytyxajel","18-FHM-48","Genau ;) ",1590135456.20052
"sndbxsdf","18-FHM-48","wir sollen den chat beenden",1590135457.3999
"sndbxsdf","18-FHM-48","gut :)",1590135461.77983
"ytyxajel","18-FHM-48","machen wir",1590135462.5601
"keipg165","18-FHM-49","also okkk dann riskieren wir es",1590135463.43511
"w282vjlp","18-FHM-51","Jeder Mitarbeiter erhält eine fixe Vergütung in Höhe von 40 Lab-Punkten. Damit werden die vertraglich festgelegten Stunden abgegolten. Überstunden werden zusätzlich entlohnt. Es sind allerdings nur maximal 60 Überstunden erlaubt. ",1590135464.37502
"w6oyv2a7","18-FHM-56","Also ich wäre für 30 oder 60",1590135473.1812
"keipg165","18-FHM-49","viel erfolg mitarbeiter",1590135474.68205
"8h8ik1qg","18-FHM-49","gut. 60. ich schließe den Chat. Tschau :)",1590135477.20786
"keipg165","18-FHM-49","wünsche uns glück",1590135478.31113
"vr8ey810","18-FHM-51","Ich habe das so verstanden, dass beide 60 überstünden machen, weil sie ja zusammen arbeiten ",1590135493.13665
"vr8ey810","18-FHM-51","aber nicht insgesamt 30 ",1590135497.49098
"bbbhapu9","18-FHM-56","Ja stimmt, dann lass uns 60 probieren",1590135501.14989
"vr8ey810","18-FHM-51","äääh pardon, nicht insgesamt 60 ",1590135505.30226
"w282vjlp","18-FHM-51","Ja, kann sein, dass es so gemeint ist",1590135511.22028
"w6oyv2a7","18-FHM-56","okay. wir müssen beide 60 nehmen, sonst kriegen wir eh nichts",1590135517.2708
"w6oyv2a7","18-FHM-56","also 60 und chat beenden?",1590135527.8031
"vr8ey810","18-FHM-51","Was machen wir jetzt? ",1590135528.8006
"bbbhapu9","18-FHM-56","Ja ",1590135528.84493
"w6oyv2a7","18-FHM-56","okay",1590135533.81499
"w282vjlp","18-FHM-51","Okay. Also wir geben an, dass wir jeder 60 Überstunden gearbeitet haben",1590135535.8548
"w6oyv2a7","18-FHM-56","bin dabei",1590135539.80635
"vr8ey810","18-FHM-51","okay ",1590135540.46447
"w6oyv2a7","18-FHM-56","60",1590135546.66704
"8y2729xk","18-FHM-61","maximal sind 60 erlaubt, also das maximale. ",1590135548.91602
"bbbhapu9","18-FHM-56","Perfekt ",1590135553.16939
"vr8ey810","18-FHM-51","Wenn das nicht gewollt ist, wird man es wohl nicht eingeben können, dann wechseln wir zu 30 ",1590135556.81445
"8y2729xk","18-FHM-61","lass uns dann 60 eintippen und weiter machen",1590135557.63399
"w282vjlp","18-FHM-51","Alles klar",1590135564.14341
"w282vjlp","18-FHM-51","Deal",1590135565.90281
"vr8ey810","18-FHM-51","top :) ",1590135569.27497
"w282vjlp","18-FHM-51","Dann los ;)",1590135571.24904
"byf3zsca","18-FHM-61","Alles klar :-)  Top :-) Dann verlassen wir den Chat jetzt :-)",1590135581.53963
"bz4c5nrh","18-FHM-60","Was würdest du eingeben?",1590135607.56729
"bzzbu3tn","18-FHM-60","vielleicht 30?",1590135660.94684
"bz4c5nrh","18-FHM-60","Wenn wir beide das Gleiche eingeben, werden wir nicht automatisch überprüft, richtig?",1590135698.91061
"bzzbu3tn","18-FHM-60","Genau, aber kann ja trotzdem passieren",1590135719.26257
"bzzbu3tn","18-FHM-60","Was würdest du nehmen",1590135754.90251
"bz4c5nrh","18-FHM-60","Bei 30 könnten wir dann 2 euro verlieren, aber wir können es ja riskieren",1590135764.85716
"bz4c5nrh","18-FHM-60","30 ist okay oder halt volles Risiko und 60",1590135800.97215
"bzzbu3tn","18-FHM-60","Bist du ein Zocker^^",1590135841.79259
"bzzbu3tn","18-FHM-60","Wenn ja dann können wir 60 nehmen",1590135862.49629
"bzzbu3tn","18-FHM-60","finde 30 eigtl ok",1590135875.59834
"bz4c5nrh","18-FHM-60","Bei 10 Euro hat man wenigsten wirklich was raus bei dem Experiment :D",1590135899.07497
"bz4c5nrh","18-FHM-60","Gut, dann nehmen wir 30 :)",1590135913.41886
"bzzbu3tn","18-FHM-60","10 Euro ist auch verlockend haha",1590135941.9423
"bzzbu3tn","18-FHM-60","ok also 60 oder 30",1590135992.56493
"l1xl45nh","19-FHM-66","Guten Morgen, wieviele Überstunden willst du/sie angeben?",1590137615.72359
"eaen0n98","19-FHM-66","Hm, ich überlege noch.",1590137629.55162
"l1xl45nh","19-FHM-66","Was steht denn zur Auswahl?",1590137652.41201
"yldg7v8f","19-FHM-83","hi",1590137654.09117
"eaen0n98","19-FHM-66","Offiziell haben wir 10",1590137661.74327
"hipbt8w3","19-FHM-83","Hi",1590137665.50988
"l1xl45nh","19-FHM-66","Jap",1590137666.49854
"yldg7v8f","19-FHM-83","na was meinst du",1590137669.8194
"hipbt8w3","19-FHM-83","40?",1590137678.06229
"l1xl45nh","19-FHM-66","Würde einheitliche Zahlen angeben wenn man höher setzt vorschlagen?",1590137686.43798
"yldg7v8f","19-FHM-83","60 überstunden ist maximal, oder? ",1590137695.82156
"eaen0n98","19-FHM-66","Ja, auf jeden Fall",1590137696.1174
"tbg1myry","19-FHM-68","Also 10 sind jetzt leider nicht so viel, aber ich würde einfach trotzdem 10 angeben, die Marge um was zu verlieren ist da leider nicht besonders groß",1590137698.0063
"4x69ylbi","19-FHM-68","Hey, wollen wir beide das korrekte Ergebnis, also 10 angeben? mehr angeben lohnt irgendwie im Hinblick auf die Strafe nicht ",1590137699.89445
"hipbt8w3","19-FHM-83","Ja",1590137701.76247
"tbg1myry","19-FHM-68","Jep, perfekt ",1590137707.10048
"4x69ylbi","19-FHM-68","alles klar, super",1590137708.94321
"hipbt8w3","19-FHM-83","können auch in die vollen gehen",1590137714.47475
"l1xl45nh","19-FHM-66","Vielleicht 30?",1590137721.60238
"yldg7v8f","19-FHM-83","das heißt, wir haben dann noch 2 euro safe plus 30 lab punkte, wenn es schief geht",1590137724.16666
"tbg1myry","19-FHM-68","Cool, dann gehen wir jetzt beide auf chat beenden?",1590137728.58916
"hipbt8w3","19-FHM-83","ja",1590137728.94807
"eaen0n98","19-FHM-66","Hmmmm",1590137735.63314
"l1xl45nh","19-FHM-66","Oder lieber weniger/mehr?",1590137735.75401
"fmp6bz2z","19-FHM-77","was willst du angeben?",1590137740.62369
"yldg7v8f","19-FHM-83","5 euro für die arbeit hier ist ok:D machen wir 50?",1590137741.89783
"fmp6bz2z","19-FHM-77","die 10 oder mehr?",1590137746.36248
"yldg7v8f","19-FHM-83","goldene mitte",1590137747.00265
"hipbt8w3","19-FHM-83","geht klar.",1590137747.42468
"yldg7v8f","19-FHM-83","super",1590137749.51067
"yldg7v8f","19-FHM-83","nicht verkacken:D",1590137752.24171
